OutageID,StartTime,DurationMinutes,Feeder,Cause,AffectedCustomers,EndTime
4129,2024-08-21 05:00:00,478,Feeder_8,Weather (High Wind),359,2024-08-21 12:58:00
4130,2024-08-21 13:00:00,73,Feeder_8,Unknown,121,2024-08-21 14:13:00
4131,2024-08-21 15:00:00,191,Feeder_3,Equipment Failure,78,2024-08-21 18:11:00
4132,2024-08-21 17:00:00,77,Feeder_6,Tree Contact,417,2024-08-21 18:17:00
4133,2024-08-21 21:00:00,460,Feeder_7,Equipment Failure,58,2024-08-22 04:40:00
4134,2024-08-22 00:00:00,63,Feeder_9,Tree Contact,320,2024-08-22 01:03:00
4135,2024-08-22 06:00:00,321,Feeder_5,Overload,905,2024-08-22 11:21:00
4136,2024-08-22 09:00:00,260,Feeder_9,Unknown,160,2024-08-22 13:20:00
4137,2024-08-22 11:00:00,303,Feeder_6,Tree Contact,248,2024-08-22 16:03:00
4138,2024-08-22 12:00:00,300,Feeder_10,Weather (High Wind),1030,2024-08-22 17:00:00
4139,2024-08-22 13:00:00,457,Feeder_10,Unknown,405,2024-08-22 20:37:00
4140,2024-08-22 15:00:00,346,Feeder_10,Unknown,404,2024-08-22 20:46:00
4141,2024-08-22 18:00:00,29,Feeder_4,Weather (Heavy Rain),960,2024-08-22 18:29:00
4142,2024-08-22 21:00:00,352,Feeder_1,Tree Contact,84,2024-08-23 02:52:00
4143,2024-08-22 21:00:00,269,Feeder_1,Equipment Failure,107,2024-08-23 01:29:00
4144,2024-08-23 07:00:00,106,Feeder_10,Equipment Failure,392,2024-08-23 08:46:00
4145,2024-08-23 14:00:00,293,Feeder_5,Weather (High Wind),569,2024-08-23 18:53:00
4146,2024-08-23 14:00:00,220,Feeder_3,Equipment Failure,366,2024-08-23 17:40:00
4147,2024-08-23 22:00:00,108,Feeder_5,Tree Contact,379,2024-08-23 23:48:00
4148,2024-08-23 23:00:00,239,Feeder_5,Equipment Failure,294,2024-08-24 02:59:00
4149,2024-08-24 00:00:00,315,Feeder_1,Weather (High Wind),1439,2024-08-24 05:15:00
4150,2024-08-24 03:00:00,332,Feeder_8,Tree Contact,327,2024-08-24 08:32:00
4151,2024-08-24 06:00:00,477,Feeder_5,Equipment Failure,318,2024-08-24 13:57:00
4152,2024-08-24 10:00:00,213,Feeder_5,Overload,518,2024-08-24 13:33:00
4153,2024-08-24 12:00:00,285,Feeder_9,Weather (Heavy Rain),544,2024-08-24 16:45:00
4154,2024-08-24 13:00:00,248,Feeder_8,Weather (High Wind),959,2024-08-24 17:08:00
4155,2024-08-25 00:00:00,60,Feeder_1,Tree Contact,356,2024-08-25 01:00:00
4156,2024-08-25 03:00:00,78,Feeder_3,Unknown,115,2024-08-25 04:18:00
4157,2024-08-25 05:00:00,244,Feeder_7,Equipment Failure,351,2024-08-25 09:04:00
4158,2024-08-25 08:00:00,444,Feeder_1,Equipment Failure,393,2024-08-25 15:24:00
4159,2024-08-25 18:00:00,454,Feeder_1,Equipment Failure,459,2024-08-26 01:34:00
4160,2024-08-26 00:00:00,263,Feeder_5,Weather (Heavy Rain),384,2024-08-26 04:23:00
4161,2024-08-26 01:00:00,260,Feeder_9,Planned Maintenance,109,2024-08-26 05:20:00
4162,2024-08-26 06:00:00,442,Feeder_6,Equipment Failure,185,2024-08-26 13:22:00
4163,2024-08-26 10:00:00,89,Feeder_10,Weather (High Wind),1206,2024-08-26 11:29:00
4164,2024-08-26 12:00:00,171,Feeder_2,Tree Contact,452,2024-08-26 14:51:00
4165,2024-08-26 14:00:00,237,Feeder_9,Unknown,464,2024-08-26 17:57:00
4166,2024-08-26 17:00:00,204,Feeder_6,Planned Maintenance,450,2024-08-26 20:24:00
4167,2024-08-27 05:00:00,66,Feeder_5,Weather (High Wind),835,2024-08-27 06:06:00
4168,2024-08-27 06:00:00,452,Feeder_5,Weather (Heavy Rain),388,2024-08-27 13:32:00
4169,2024-08-27 10:00:00,102,Feeder_3,Unknown,12,2024-08-27 11:42:00
4170,2024-08-27 16:00:00,327,Feeder_6,Unknown,90,2024-08-27 21:27:00
4171,2024-08-27 16:00:00,353,Feeder_4,Weather (Heavy Rain),848,2024-08-27 21:53:00
4172,2024-08-27 23:00:00,80,Feeder_10,Tree Contact,297,2024-08-28 00:20:00
4173,2024-08-28 00:00:00,164,Feeder_2,Tree Contact,17,2024-08-28 02:44:00
4174,2024-08-28 03:00:00,34,Feeder_3,Tree Contact,96,2024-08-28 03:34:00
4175,2024-08-28 03:00:00,47,Feeder_9,Weather (Heavy Rain),1153,2024-08-28 03:47:00
4176,2024-08-28 07:00:00,342,Feeder_9,Overload,754,2024-08-28 12:42:00
4177,2024-08-28 07:00:00,295,Feeder_6,Unknown,408,2024-08-28 11:55:00
4178,2024-08-28 07:00:00,60,Feeder_10,Tree Contact,83,2024-08-28 08:00:00
4179,2024-08-28 11:00:00,87,Feeder_10,Unknown,448,2024-08-28 12:27:00
4180,2024-08-28 14:00:00,368,Feeder_9,Tree Contact,132,2024-08-28 20:08:00
4181,2024-08-28 16:00:00,327,Feeder_4,Planned Maintenance,386,2024-08-28 21:27:00
4182,2024-08-28 16:00:00,357,Feeder_5,Overload,611,2024-08-28 21:57:00
4183,2024-08-28 16:00:00,147,Feeder_10,Weather (High Wind),1194,2024-08-28 18:27:00
4184,2024-08-28 17:00:00,69,Feeder_6,Tree Contact,167,2024-08-28 18:09:00
4185,2024-08-28 21:00:00,75,Feeder_9,Tree Contact,439,2024-08-28 22:15:00
4186,2024-08-28 21:00:00,359,Feeder_5,Unknown,457,2024-08-29 02:59:00
4187,2024-08-29 03:00:00,22,Feeder_8,Equipment Failure,419,2024-08-29 03:22:00
4188,2024-08-29 07:00:00,286,Feeder_1,Tree Contact,380,2024-08-29 11:46:00
4189,2024-08-29 08:00:00,260,Feeder_5,Equipment Failure,118,2024-08-29 12:20:00
4190,2024-08-29 11:00:00,190,Feeder_10,Unknown,343,2024-08-29 14:10:00
4191,2024-08-29 15:00:00,130,Feeder_1,Overload,555,2024-08-29 17:10:00
4192,2024-08-29 15:00:00,331,Feeder_10,Weather (High Wind),806,2024-08-29 20:31:00
4193,2024-08-29 15:00:00,285,Feeder_6,Equipment Failure,99,2024-08-29 19:45:00
4194,2024-08-29 17:00:00,207,Feeder_7,Tree Contact,471,2024-08-29 20:27:00
4195,2024-08-29 18:00:00,164,Feeder_5,Unknown,424,2024-08-29 20:44:00
4196,2024-08-29 21:00:00,145,Feeder_1,Equipment Failure,471,2024-08-29 23:25:00
4197,2024-08-29 22:00:00,116,Feeder_6,Weather (High Wind),707,2024-08-29 23:56:00
4198,2024-08-29 23:00:00,324,Feeder_10,Overload,870,2024-08-30 04:24:00
4199,2024-08-30 03:00:00,284,Feeder_5,Tree Contact,210,2024-08-30 07:44:00
4200,2024-08-30 18:00:00,306,Feeder_6,Weather (Heavy Rain),823,2024-08-30 23:06:00
4201,2024-08-30 21:00:00,224,Feeder_10,Weather (Heavy Rain),906,2024-08-31 00:44:00
4202,2024-08-31 02:00:00,375,Feeder_7,Weather (High Wind),1302,2024-08-31 08:15:00
4203,2024-08-31 04:00:00,352,Feeder_7,Weather (High Wind),747,2024-08-31 09:52:00
4204,2024-08-31 05:00:00,81,Feeder_2,Overload,816,2024-08-31 06:21:00
4205,2024-08-31 07:00:00,24,Feeder_3,Tree Contact,365,2024-08-31 07:24:00
4206,2024-08-31 13:00:00,63,Feeder_6,Equipment Failure,429,2024-08-31 14:03:00
4207,2024-08-31 15:00:00,125,Feeder_3,Planned Maintenance,469,2024-08-31 17:05:00
4208,2024-08-31 17:00:00,335,Feeder_2,Unknown,187,2024-08-31 22:35:00
4209,2024-09-01 00:00:00,233,Feeder_4,Equipment Failure,70,2024-09-01 03:53:00
4210,2024-09-01 06:00:00,71,Feeder_5,Overload,428,2024-09-01 07:11:00
4211,2024-09-01 13:00:00,297,Feeder_10,Equipment Failure,12,2024-09-01 17:57:00
4212,2024-09-01 15:00:00,473,Feeder_9,Unknown,91,2024-09-01 22:53:00
4213,2024-09-01 22:00:00,127,Feeder_3,Unknown,272,2024-09-02 00:07:00
4214,2024-09-02 03:00:00,147,Feeder_3,Tree Contact,296,2024-09-02 05:27:00
4215,2024-09-02 05:00:00,85,Feeder_6,Tree Contact,330,2024-09-02 06:25:00
4216,2024-09-02 06:00:00,97,Feeder_5,Overload,928,2024-09-02 07:37:00
4217,2024-09-02 23:00:00,71,Feeder_6,Weather (Heavy Rain),842,2024-09-03 00:11:00
4218,2024-09-03 01:00:00,390,Feeder_7,Planned Maintenance,255,2024-09-03 07:30:00
4219,2024-09-03 07:00:00,363,Feeder_3,Tree Contact,86,2024-09-03 13:03:00
4220,2024-09-03 14:00:00,285,Feeder_5,Unknown,486,2024-09-03 18:45:00
4221,2024-09-03 16:00:00,125,Feeder_8,Weather (Heavy Rain),1248,2024-09-03 18:05:00
4222,2024-09-03 19:00:00,371,Feeder_4,Equipment Failure,102,2024-09-04 01:11:00
4223,2024-09-03 19:00:00,389,Feeder_10,Weather (High Wind),649,2024-09-04 01:29:00
4224,2024-09-03 22:00:00,90,Feeder_2,Tree Contact,280,2024-09-03 23:30:00
4225,2024-09-04 00:00:00,172,Feeder_4,Unknown,30,2024-09-04 02:52:00
4226,2024-09-04 05:00:00,34,Feeder_2,Tree Contact,71,2024-09-04 05:34:00
4227,2024-09-04 08:00:00,435,Feeder_3,Tree Contact,348,2024-09-04 15:15:00
4228,2024-09-04 10:00:00,145,Feeder_4,Weather (High Wind),1151,2024-09-04 12:25:00
4229,2024-09-05 03:00:00,343,Feeder_4,Weather (Heavy Rain),627,2024-09-05 08:43:00
4230,2024-09-05 04:00:00,136,Feeder_10,Tree Contact,246,2024-09-05 06:16:00
4231,2024-09-05 07:00:00,55,Feeder_9,Unknown,150,2024-09-05 07:55:00
4232,2024-09-05 09:00:00,181,Feeder_10,Overload,463,2024-09-05 12:01:00
4233,2024-09-05 18:00:00,424,Feeder_6,Overload,686,2024-09-06 01:04:00
4234,2024-09-06 07:00:00,144,Feeder_9,Unknown,441,2024-09-06 09:24:00
4235,2024-09-06 09:00:00,37,Feeder_4,Equipment Failure,176,2024-09-06 09:37:00
4236,2024-09-06 13:00:00,293,Feeder_9,Overload,760,2024-09-06 17:53:00
4237,2024-09-06 13:00:00,265,Feeder_9,Weather (Heavy Rain),1358,2024-09-06 17:25:00
4238,2024-09-06 19:00:00,414,Feeder_6,Equipment Failure,359,2024-09-07 01:54:00
4239,2024-09-06 22:00:00,23,Feeder_5,Unknown,67,2024-09-06 22:23:00
4240,2024-09-08 04:00:00,27,Feeder_3,Tree Contact,221,2024-09-08 04:27:00
4241,2024-09-08 10:00:00,426,Feeder_5,Weather (Heavy Rain),922,2024-09-08 17:06:00
4242,2024-09-08 22:00:00,425,Feeder_3,Equipment Failure,34,2024-09-09 05:05:00
4243,2024-09-08 22:00:00,321,Feeder_5,Overload,551,2024-09-09 03:21:00
4244,2024-09-09 10:00:00,334,Feeder_5,Weather (High Wind),787,2024-09-09 15:34:00
4245,2024-09-09 12:00:00,66,Feeder_2,Weather (Heavy Rain),786,2024-09-09 13:06:00
4246,2024-09-09 13:00:00,223,Feeder_9,Planned Maintenance,378,2024-09-09 16:43:00
4247,2024-09-09 15:00:00,52,Feeder_7,Overload,641,2024-09-09 15:52:00
4248,2024-09-09 16:00:00,114,Feeder_6,Weather (High Wind),444,2024-09-09 17:54:00
4249,2024-09-09 20:00:00,207,Feeder_5,Overload,834,2024-09-09 23:27:00
4250,2024-09-10 05:00:00,416,Feeder_4,Weather (Heavy Rain),1055,2024-09-10 11:56:00
4251,2024-09-10 07:00:00,205,Feeder_8,Weather (High Wind),445,2024-09-10 10:25:00
4252,2024-09-10 14:00:00,65,Feeder_2,Equipment Failure,379,2024-09-10 15:05:00
4253,2024-09-10 17:00:00,407,Feeder_8,Weather (Heavy Rain),1320,2024-09-10 23:47:00
4254,2024-09-10 20:00:00,155,Feeder_1,Equipment Failure,119,2024-09-10 22:35:00
4255,2024-09-11 03:00:00,182,Feeder_10,Weather (Heavy Rain),1127,2024-09-11 06:02:00
4256,2024-09-11 03:00:00,325,Feeder_1,Weather (High Wind),926,2024-09-11 08:25:00
4257,2024-09-11 12:00:00,123,Feeder_3,Equipment Failure,297,2024-09-11 14:03:00
4258,2024-09-11 14:00:00,221,Feeder_5,Unknown,341,2024-09-11 17:41:00
4259,2024-09-11 15:00:00,441,Feeder_6,Tree Contact,264,2024-09-11 22:21:00
4260,2024-09-11 21:00:00,314,Feeder_4,Unknown,135,2024-09-12 02:14:00
4261,2024-09-11 21:00:00,124,Feeder_7,Equipment Failure,218,2024-09-11 23:04:00
4262,2024-09-12 09:00:00,210,Feeder_7,Unknown,143,2024-09-12 12:30:00
4263,2024-09-12 10:00:00,431,Feeder_2,Equipment Failure,406,2024-09-12 17:11:00
4264,2024-09-12 12:00:00,166,Feeder_2,Tree Contact,496,2024-09-12 14:46:00
4265,2024-09-12 14:00:00,434,Feeder_2,Unknown,95,2024-09-12 21:14:00
4266,2024-09-12 16:00:00,257,Feeder_2,Overload,658,2024-09-12 20:17:00
4267,2024-09-12 19:00:00,142,Feeder_9,Equipment Failure,457,2024-09-12 21:22:00
4268,2024-09-12 21:00:00,119,Feeder_5,Planned Maintenance,144,2024-09-12 22:59:00
4269,2024-09-13 04:00:00,24,Feeder_8,Weather (Heavy Rain),833,2024-09-13 04:24:00
4270,2024-09-13 12:00:00,370,Feeder_5,Weather (Heavy Rain),929,2024-09-13 18:10:00
4271,2024-09-13 20:00:00,162,Feeder_5,Equipment Failure,222,2024-09-13 22:42:00
4272,2024-09-14 05:00:00,379,Feeder_1,Weather (High Wind),1180,2024-09-14 11:19:00
4273,2024-09-14 05:00:00,378,Feeder_6,Equipment Failure,359,2024-09-14 11:18:00
4274,2024-09-14 11:00:00,473,Feeder_4,Unknown,28,2024-09-14 18:53:00
4275,2024-09-14 20:00:00,154,Feeder_3,Weather (High Wind),1418,2024-09-14 22:34:00
4276,2024-09-14 21:00:00,204,Feeder_6,Planned Maintenance,312,2024-09-15 00:24:00
4277,2024-09-15 03:00:00,416,Feeder_2,Overload,224,2024-09-15 09:56:00
4278,2024-09-15 21:00:00,108,Feeder_8,Unknown,294,2024-09-15 22:48:00
4279,2024-09-16 19:00:00,243,Feeder_1,Weather (Heavy Rain),714,2024-09-16 23:03:00
4280,2024-09-16 20:00:00,77,Feeder_9,Unknown,221,2024-09-16 21:17:00
4281,2024-09-16 20:00:00,354,Feeder_8,Overload,330,2024-09-17 01:54:00
4282,2024-09-16 21:00:00,39,Feeder_1,Planned Maintenance,198,2024-09-16 21:39:00
4283,2024-09-16 22:00:00,282,Feeder_10,Weather (Heavy Rain),556,2024-09-17 02:42:00
4284,2024-09-17 07:00:00,419,Feeder_9,Equipment Failure,330,2024-09-17 13:59:00
4285,2024-09-17 20:00:00,295,Feeder_2,Tree Contact,160,2024-09-18 00:55:00
4286,2024-09-17 23:00:00,25,Feeder_3,Equipment Failure,232,2024-09-17 23:25:00
4287,2024-09-18 05:00:00,334,Feeder_2,Tree Contact,137,2024-09-18 10:34:00
4288,2024-09-18 10:00:00,215,Feeder_8,Tree Contact,257,2024-09-18 13:35:00
4289,2024-09-18 10:00:00,140,Feeder_2,Tree Contact,60,2024-09-18 12:20:00
4290,2024-09-18 12:00:00,320,Feeder_10,Weather (High Wind),386,2024-09-18 17:20:00
4291,2024-09-18 13:00:00,204,Feeder_2,Weather (Heavy Rain),1204,2024-09-18 16:24:00
4292,2024-09-18 14:00:00,103,Feeder_1,Equipment Failure,246,2024-09-18 15:43:00
4293,2024-09-18 18:00:00,369,Feeder_7,Planned Maintenance,31,2024-09-19 00:09:00
4294,2024-09-19 00:00:00,130,Feeder_2,Unknown,119,2024-09-19 02:10:00
4295,2024-09-19 13:00:00,366,Feeder_10,Overload,569,2024-09-19 19:06:00
4296,2024-09-19 16:00:00,191,Feeder_5,Equipment Failure,42,2024-09-19 19:11:00
4297,2024-09-19 21:00:00,28,Feeder_5,Weather (Heavy Rain),869,2024-09-19 21:28:00
4298,2024-09-19 22:00:00,271,Feeder_3,Planned Maintenance,374,2024-09-20 02:31:00
4299,2024-09-20 00:00:00,223,Feeder_3,Weather (High Wind),1041,2024-09-20 03:43:00
4300,2024-09-20 06:00:00,295,Feeder_3,Weather (High Wind),407,2024-09-20 10:55:00
4301,2024-09-20 11:00:00,457,Feeder_6,Equipment Failure,16,2024-09-20 18:37:00
4302,2024-09-20 14:00:00,342,Feeder_4,Unknown,137,2024-09-20 19:42:00
4303,2024-09-20 15:00:00,339,Feeder_3,Tree Contact,100,2024-09-20 20:39:00
4304,2024-09-20 16:00:00,403,Feeder_2,Overload,635,2024-09-20 22:43:00
4305,2024-09-20 17:00:00,119,Feeder_3,Equipment Failure,26,2024-09-20 18:59:00
4306,2024-09-20 21:00:00,161,Feeder_4,Tree Contact,330,2024-09-20 23:41:00
4307,2024-09-21 00:00:00,293,Feeder_6,Weather (High Wind),1342,2024-09-21 04:53:00
4308,2024-09-21 07:00:00,23,Feeder_4,Weather (High Wind),459,2024-09-21 07:23:00
4309,2024-09-21 10:00:00,132,Feeder_8,Unknown,295,2024-09-21 12:12:00
4310,2024-09-21 18:00:00,108,Feeder_3,Equipment Failure,479,2024-09-21 19:48:00
4311,2024-09-21 18:00:00,448,Feeder_3,Unknown,357,2024-09-22 01:28:00
4312,2024-09-22 05:00:00,158,Feeder_3,Weather (High Wind),399,2024-09-22 07:38:00
4313,2024-09-22 05:00:00,303,Feeder_8,Tree Contact,419,2024-09-22 10:03:00
4314,2024-09-22 09:00:00,400,Feeder_4,Unknown,172,2024-09-22 15:40:00
4315,2024-09-22 20:00:00,28,Feeder_1,Weather (High Wind),564,2024-09-22 20:28:00
4316,2024-09-23 03:00:00,271,Feeder_2,Overload,423,2024-09-23 07:31:00
4317,2024-09-23 05:00:00,360,Feeder_10,Unknown,208,2024-09-23 11:00:00
4318,2024-09-23 05:00:00,200,Feeder_2,Weather (High Wind),1049,2024-09-23 08:20:00
4319,2024-09-23 07:00:00,359,Feeder_3,Weather (High Wind),1372,2024-09-23 12:59:00
4320,2024-09-23 08:00:00,414,Feeder_6,Unknown,454,2024-09-23 14:54:00
4321,2024-09-23 12:00:00,221,Feeder_8,Tree Contact,370,2024-09-23 15:41:00
4322,2024-09-23 14:00:00,360,Feeder_1,Weather (High Wind),976,2024-09-23 20:00:00
4323,2024-09-23 16:00:00,445,Feeder_9,Planned Maintenance,191,2024-09-23 23:25:00
4324,2024-09-23 17:00:00,186,Feeder_1,Tree Contact,460,2024-09-23 20:06:00
4325,2024-09-23 22:00:00,478,Feeder_10,Equipment Failure,106,2024-09-24 05:58:00
4326,2024-09-24 01:00:00,284,Feeder_2,Planned Maintenance,60,2024-09-24 05:44:00
4327,2024-09-24 09:00:00,235,Feeder_3,Equipment Failure,323,2024-09-24 12:55:00
4328,2024-09-24 11:00:00,166,Feeder_7,Planned Maintenance,43,2024-09-24 13:46:00
4329,2024-09-24 15:00:00,125,Feeder_9,Unknown,452,2024-09-24 17:05:00
4330,2024-09-24 19:00:00,197,Feeder_3,Overload,810,2024-09-24 22:17:00
4331,2024-09-25 01:00:00,413,Feeder_8,Equipment Failure,193,2024-09-25 07:53:00
4332,2024-09-25 01:00:00,353,Feeder_9,Overload,551,2024-09-25 06:53:00
4333,2024-09-25 03:00:00,86,Feeder_10,Weather (Heavy Rain),1098,2024-09-25 04:26:00
4334,2024-09-25 06:00:00,432,Feeder_7,Unknown,412,2024-09-25 13:12:00
4335,2024-09-25 08:00:00,400,Feeder_4,Weather (Heavy Rain),1382,2024-09-25 14:40:00
4336,2024-09-25 10:00:00,297,Feeder_4,Equipment Failure,110,2024-09-25 14:57:00
4337,2024-09-25 14:00:00,88,Feeder_4,Weather (High Wind),482,2024-09-25 15:28:00
4338,2024-09-25 15:00:00,369,Feeder_6,Planned Maintenance,350,2024-09-25 21:09:00
4339,2024-09-26 00:00:00,229,Feeder_4,Tree Contact,87,2024-09-26 03:49:00
4340,2024-09-26 06:00:00,342,Feeder_5,Planned Maintenance,467,2024-09-26 11:42:00
4341,2024-09-26 07:00:00,37,Feeder_9,Overload,684,2024-09-26 07:37:00
4342,2024-09-26 10:00:00,82,Feeder_7,Planned Maintenance,208,2024-09-26 11:22:00
4343,2024-09-26 12:00:00,412,Feeder_8,Overload,396,2024-09-26 18:52:00
4344,2024-09-26 13:00:00,461,Feeder_5,Overload,308,2024-09-26 20:41:00
4345,2024-09-26 17:00:00,387,Feeder_5,Unknown,369,2024-09-26 23:27:00
4346,2024-09-26 19:00:00,376,Feeder_7,Weather (Heavy Rain),958,2024-09-27 01:16:00
4347,2024-09-27 00:00:00,107,Feeder_8,Overload,419,2024-09-27 01:47:00
4348,2024-09-27 00:00:00,335,Feeder_9,Unknown,112,2024-09-27 05:35:00
4349,2024-09-27 06:00:00,338,Feeder_2,Weather (High Wind),907,2024-09-27 11:38:00
4350,2024-09-27 11:00:00,398,Feeder_3,Overload,975,2024-09-27 17:38:00
4351,2024-09-27 13:00:00,77,Feeder_2,Weather (High Wind),942,2024-09-27 14:17:00
4352,2024-09-27 14:00:00,238,Feeder_10,Unknown,468,2024-09-27 17:58:00
4353,2024-09-27 21:00:00,239,Feeder_7,Weather (High Wind),646,2024-09-28 00:59:00
4354,2024-09-28 01:00:00,383,Feeder_2,Overload,919,2024-09-28 07:23:00
4355,2024-09-28 07:00:00,360,Feeder_2,Weather (High Wind),1111,2024-09-28 13:00:00
4356,2024-09-28 11:00:00,351,Feeder_2,Weather (High Wind),1100,2024-09-28 16:51:00
4357,2024-09-28 18:00:00,117,Feeder_4,Unknown,434,2024-09-28 19:57:00
4358,2024-09-28 18:00:00,229,Feeder_1,Equipment Failure,444,2024-09-28 21:49:00
4359,2024-09-28 20:00:00,206,Feeder_2,Weather (High Wind),1460,2024-09-28 23:26:00
4360,2024-09-29 12:00:00,174,Feeder_3,Equipment Failure,434,2024-09-29 14:54:00
4361,2024-09-29 17:00:00,386,Feeder_7,Weather (High Wind),1353,2024-09-29 23:26:00
4362,2024-09-29 21:00:00,221,Feeder_10,Unknown,167,2024-09-30 00:41:00
4363,2024-09-29 22:00:00,283,Feeder_1,Equipment Failure,368,2024-09-30 02:43:00
4364,2024-09-30 01:00:00,208,Feeder_6,Overload,518,2024-09-30 04:28:00
4365,2024-09-30 05:00:00,394,Feeder_3,Weather (Heavy Rain),445,2024-09-30 11:34:00
4366,2024-09-30 15:00:00,417,Feeder_3,Planned Maintenance,420,2024-09-30 21:57:00
4367,2024-09-30 16:00:00,166,Feeder_4,Overload,281,2024-09-30 18:46:00
4368,2024-09-30 16:00:00,251,Feeder_4,Weather (High Wind),802,2024-09-30 20:11:00
4369,2024-10-01 02:00:00,102,Feeder_7,Unknown,61,2024-10-01 03:42:00
4370,2024-10-01 07:00:00,25,Feeder_3,Planned Maintenance,58,2024-10-01 07:25:00
4371,2024-10-01 10:00:00,201,Feeder_8,Planned Maintenance,455,2024-10-01 13:21:00
4372,2024-10-01 13:00:00,228,Feeder_8,Tree Contact,109,2024-10-01 16:48:00
4373,2024-10-01 16:00:00,29,Feeder_7,Unknown,453,2024-10-01 16:29:00
4374,2024-10-01 22:00:00,280,Feeder_2,Overload,736,2024-10-02 02:40:00
4375,2024-10-02 00:00:00,311,Feeder_5,Overload,897,2024-10-02 05:11:00
4376,2024-10-02 08:00:00,425,Feeder_6,Tree Contact,383,2024-10-02 15:05:00
4377,2024-10-02 09:00:00,458,Feeder_10,Weather (High Wind),1098,2024-10-02 16:38:00
4378,2024-10-02 12:00:00,87,Feeder_4,Unknown,63,2024-10-02 13:27:00
4379,2024-10-02 13:00:00,66,Feeder_10,Equipment Failure,384,2024-10-02 14:06:00
4380,2024-10-02 14:00:00,142,Feeder_5,Unknown,398,2024-10-02 16:22:00
4381,2024-10-02 19:00:00,42,Feeder_9,Unknown,146,2024-10-02 19:42:00
4382,2024-10-02 19:00:00,79,Feeder_7,Weather (Heavy Rain),1267,2024-10-02 20:19:00
4383,2024-10-03 00:00:00,31,Feeder_2,Planned Maintenance,363,2024-10-03 00:31:00
4384,2024-10-03 01:00:00,365,Feeder_1,Equipment Failure,301,2024-10-03 07:05:00
4385,2024-10-03 02:00:00,442,Feeder_2,Equipment Failure,488,2024-10-03 09:22:00
4386,2024-10-03 14:00:00,152,Feeder_3,Unknown,413,2024-10-03 16:32:00
4387,2024-10-03 22:00:00,333,Feeder_2,Tree Contact,90,2024-10-04 03:33:00
4388,2024-10-03 23:00:00,243,Feeder_3,Overload,631,2024-10-04 03:03:00
4389,2024-10-04 00:00:00,268,Feeder_10,Weather (High Wind),770,2024-10-04 04:28:00
4390,2024-10-04 09:00:00,224,Feeder_9,Unknown,94,2024-10-04 12:44:00
4391,2024-10-04 14:00:00,445,Feeder_4,Weather (High Wind),989,2024-10-04 21:25:00
4392,2024-10-04 14:00:00,308,Feeder_9,Overload,207,2024-10-04 19:08:00
4393,2024-10-05 00:00:00,245,Feeder_3,Tree Contact,76,2024-10-05 04:05:00
4394,2024-10-05 01:00:00,255,Feeder_1,Planned Maintenance,423,2024-10-05 05:15:00
4395,2024-10-05 02:00:00,84,Feeder_5,Equipment Failure,462,2024-10-05 03:24:00
4396,2024-10-05 06:00:00,118,Feeder_10,Overload,835,2024-10-05 07:58:00
4397,2024-10-05 09:00:00,218,Feeder_10,Tree Contact,207,2024-10-05 12:38:00
4398,2024-10-05 12:00:00,67,Feeder_2,Weather (High Wind),300,2024-10-05 13:07:00
4399,2024-10-05 17:00:00,476,Feeder_4,Overload,348,2024-10-06 00:56:00
4400,2024-10-05 17:00:00,442,Feeder_2,Overload,297,2024-10-06 00:22:00
4401,2024-10-05 19:00:00,389,Feeder_2,Equipment Failure,289,2024-10-06 01:29:00
4402,2024-10-05 22:00:00,344,Feeder_3,Equipment Failure,309,2024-10-06 03:44:00
4403,2024-10-06 01:00:00,68,Feeder_5,Overload,927,2024-10-06 02:08:00
4404,2024-10-06 07:00:00,290,Feeder_4,Weather (Heavy Rain),409,2024-10-06 11:50:00
4405,2024-10-06 07:00:00,349,Feeder_2,Weather (Heavy Rain),1193,2024-10-06 12:49:00
4406,2024-10-06 14:00:00,45,Feeder_10,Tree Contact,189,2024-10-06 14:45:00
4407,2024-10-06 16:00:00,149,Feeder_2,Tree Contact,301,2024-10-06 18:29:00
4408,2024-10-06 18:00:00,72,Feeder_6,Overload,300,2024-10-06 19:12:00
4409,2024-10-06 19:00:00,119,Feeder_7,Tree Contact,498,2024-10-06 20:59:00
4410,2024-10-06 20:00:00,280,Feeder_10,Equipment Failure,303,2024-10-07 00:40:00
4411,2024-10-07 05:00:00,24,Feeder_6,Equipment Failure,437,2024-10-07 05:24:00
4412,2024-10-07 13:00:00,267,Feeder_7,Overload,929,2024-10-07 17:27:00
4413,2024-10-08 00:00:00,309,Feeder_1,Unknown,480,2024-10-08 05:09:00
4414,2024-10-08 03:00:00,170,Feeder_6,Overload,566,2024-10-08 05:50:00
4415,2024-10-08 07:00:00,172,Feeder_3,Unknown,38,2024-10-08 09:52:00
4416,2024-10-08 08:00:00,51,Feeder_1,Tree Contact,188,2024-10-08 08:51:00
4417,2024-10-08 08:00:00,133,Feeder_8,Tree Contact,50,2024-10-08 10:13:00
4418,2024-10-08 10:00:00,81,Feeder_4,Planned Maintenance,479,2024-10-08 11:21:00
4419,2024-10-08 11:00:00,256,Feeder_10,Equipment Failure,201,2024-10-08 15:16:00
4420,2024-10-08 13:00:00,313,Feeder_8,Equipment Failure,353,2024-10-08 18:13:00
4421,2024-10-08 15:00:00,477,Feeder_10,Unknown,246,2024-10-08 22:57:00
